00000000, 0.0, 0.0
00000005, 0.0, 0.780147
00000010, 0.0, 0.09725176
00000015, 0.0, 0.0002177642
00000020, 0.0, 1.027638
00000025, 0.0, 4.148307
00000030, -3.261062, 11.24485
00000035, 0.0, 15.63024
00000040, -9.97044, 22.59333
00000045, 0.0, 28.50926
00000050, 0.0, 33.78674
00000055, 0.0, 38.52166
00000060, 0.0, 38.02472
00000065, 0.0, 36.33902
00000070, 0.0, 34.54852
00000075, 3.997942, 32.45576
00000080, 8.883233, 30.68258
00000085, 0.0, 29.1191
00000090, 0.0, 30.57743
00000095, 0.0, 35.12424
00000100, 0.0, 34.37815
00000105, 7.091619, 33.05714
00000110, 6.70794, 31.63356
00000115, 15.64479, 30.04944
00000120, 0.0, 28.59016
00000125, -14.53415, 31.63452
00000130, 0.0, 35.57355
00000135, -12.60905, 39.78428
00000140, 0.0, 43.31875
00000145, 0.0, 47.24035
00000150, 0.0, 49.86676
00000155, 0.0, 53.28907
00000160, 0.0, 52.11535
00000165, 0.0, 49.94703
00000170, 9.987479, 47.49961
00000175, 13.23963, 44.40309
00000180, -8.146897, 43.98034
00000185, -10.60755, 41.60735
00000190, 0.0, 41.95205
00000195, 0.0, 45.03271
00000200, 0.0, 43.95877
00000205, 0.0, 41.9393
00000210, -6.241904, 39.9451
00000215, 19.10071, 37.20702
00000220, 0.0, 35.10973
00000225, -9.133545, 32.9731
00000230, 0.0, 31.22952
00000235, -5.255708, 34.31032
00000240, 0.0, 37.92672
00000245, 0.0, 41.45636
00000250, 0.0, 44.85749
00000255, 0.0, 48.53976
00000260, 0.0, 51.49924
00000265, 0.0, 53.3444
00000270, 0.0, 52.53682
00000275, 0.0, 50.77367
00000280, 7.399807, 48.81328
00000285, 12.86057, 45.91895
00000290, 0.0, 43.35058
00000295, 0.0, 40.55713
00000300, 9.457328, 37.93989
00000305, 1.579185, 36.23371
00000310, 3.734655, 34.56265
00000315, 25.0, 31.67752
00000320, 2.341565, 30.30546
00000325, 0.0, 31.47376
00000330, 9.691702, 33.64795
00000335, 0.0, 32.77092
00000340, 0.0, 33.56867
00000345, 0.0, 37.9734
00000350, 0.0, 40.85487
00000355, 0.0, 40.63101
00000360, 0.0, 39.93749
00000365, 3.66336, 39.36184
00000370, 0.0, 38.75192
00000375, 11.66945, 37.79104
00000380, 2.409737, 35.82427
00000385, 0.0, 34.85581
00000390, -17.28442, 33.43431
00000395, 4.094257, 32.03051
00000400, 0.0, 30.51043
00000405, 7.359967, 29.92332
00000410, 0.0, 29.65742
00000415, 11.18074, 33.2722
00000420, 2.19588, 38.83616
00000425, 2.735664, 43.63198
00000430, 0.0, 48.19692
00000435, 0.0, 53.45108
00000440, 0.0, 56.9495
00000445, 0.0, 61.15344
00000450, 0.0, 64.38397
00000455, 0.0, 67.66673
00000460, 0.0, 65.70092
00000465, 0.0, 63.24514
00000470, 0.0, 59.89243
00000475, 0.0, 56.05996
00000480, 0.0, 53.66314
00000485, 0.0, 50.55376
00000490, 0.0, 48.1639
00000495, 0.0, 46.70778
00000500, -5.284597, 45.70534
00000505, 0.0, 42.9388
00000510, 0.0, 41.43274
00000515, 0.0, 40.53711
00000520, -8.067967, 40.28667
00000525, 0.0, 39.14596
00000530, 0.0, 42.7356
00000535, 0.0, 47.36136
00000540, 0.0, 51.89306
00000545, 0.0, 56.16753
00000550, 0.0, 59.58334
00000555, 3.718861, 61.42754
00000560, -14.65687, 58.44511
00000565, 6.991687, 53.05886
00000570, 0.6281335, 49.74923
00000575, 0.0, 46.65389
00000580, 0.0, 43.19081
00000585, 1.047825, 40.38637
00000590, 0.0, 37.89202
00000595, 0.0, 35.50692
00000600, 0.0, 33.20861
00000605, 6.738923, 31.11122
00000610, 0.0, 32.91205
00000615, 0.0, 37.64788
00000620, 0.0, 41.89766
00000625, 0.0, 48.08303
00000630, 5.35341, 52.24752
00000635, 0.0, 56.67261
00000640, 6.543292, 59.7207
00000645, 0.0, 63.64408
00000650, 6.128595, 67.30306
00000655, 0.0, 68.34039
00000660, 5.65956, 66.10326
00000665, 4.726432, 63.20808
00000670, -10.04936, 61.15215
00000675, -9.083017, 58.55042
00000680, 7.869563, 57.29772
00000685, 11.72162, 54.25896
00000690, -15.5878, 52.79768
00000695, 5.91288, 50.71278
00000700, 25.0, 48.69136
00000705, 14.97501, 46.64112
00000710, 0.0, 45.09418
00000715, 10.7605, 44.06849
00000720, -11.41418, 42.61061
00000725, 10.42049, 41.04819
00000730, 0.0, 39.89386
00000735, 19.90958, 42.20765
00000740, 0.0, 46.68685
00000745, 0.0, 49.72229
00000750, -23.70537, 51.98285
00000755, 0.0, 51.28169
00000760, 10.83846, 55.13208
00000765, -2.12805, 58.96495
00000770, -3.811485, 62.44281
00000775, -25.0, 2.628029
00000780, 0.0, 2.416215
00000785, 0.0, 2.385223
00000790, 0.0, 2.354124
00000795, 0.0, 2.33349
